"match_time","home_team","away_team","half_time_home_goals","half_time_away_goals","full_time_home_goals","full_time_away_goals "
"21:48","Alaves","Osasuna","1","0","2","0"
"21:48","Barcelona","Girona","0","2","0","3"
"21:48","Vigo","Sevilla Zöld","0","1","1","3"
"21:48","Madrid Piros","Mallorca","1","0","1","0"
"21:48","Madrid Fehér","Valencia","1","1","3","2"
"21:48","Bilbao","Sevilla Piros","0","0","2","0"
"21:56","Valencia","Alaves","2","0","4","0"
"21:56","Mallorca","Barcelona","1","1","1","1"
"21:56","Sevilla Zöld","Madrid Piros","0","0","0","1"
"21:56","Getafe","Las Palmas","0","0","1","1"
"21:56","Osasuna","San Sebastian","0","1","1","1"
"21:56","Villarreal","Bilbao","0","1","0","2"
"21:56","Girona","Madrid Fehér","0","0","0","2"
"21:56","Sevilla Piros","Vigo","0","0","1","1"
"22:03","San Sebastian","Valencia","2","0","3","1"
"22:03","Madrid Piros","Sevilla Piros","1","0","2","0"
"22:03","Bilbao","Getafe","0","0","0","0"
"22:03","Mallorca","Girona","0","1","0","1"
"22:03","Alaves","Madrid Fehér","0","1","1","2"
"22:03","Vigo","Villarreal","0","1","1","2"
"22:03","Barcelona","Sevilla Zöld","1","0","1","1"
"22:03","Las Palmas","Osasuna","1","1","1","1"
"22:11","Getafe","Vigo","0","0","0","0"
"22:11","Sevilla Piros","Barcelona","1","0","1","0"
"22:11","Valencia","Las Palmas","2","0","2","1"
"22:11","Girona","Alaves","0","1","1","1"
"22:11","Sevilla Zöld","Mallorca","1","2","1","2"
"22:11","Villarreal","Madrid Piros","0","1","0","3"
"22:11","Madrid Fehér","San Sebastian","1","1","1","1"
"22:11","Osasuna","Bilbao","1","1","1","1"
"22:19","Mallorca","Sevilla Piros","0","0","1","1"
"22:19","Las Palmas","Madrid Fehér","0","0","2","0"
"22:19","Barcelona","Villarreal","1","0","3","0"
"22:19","Vigo","Osasuna","0","0","1","0"
"22:19","Bilbao","Valencia","1","0","1","0"
"22:19","San Sebastian","Alaves","1","0","2","0"
"22:19","Sevilla Zöld","Girona","1","1","1","1"
"22:19","Madrid Piros","Getafe","1","1","3","1"
"22:27","Mallorca","Villarreal","0","2","0","3"
"22:27","Vigo","Valencia","0","2","0","3"
"22:27","Madrid Piros","Osasuna","1","0","2","0"
"22:27","Bilbao","Madrid Fehér","1","1","1","1"
"22:27","Sevilla Zöld","Sevilla Piros","2","0","2","0"
"22:27","Girona","San Sebastian","0","1","1","2"
"22:27","Las Palmas","Alaves","1","1","2","1"
"22:27","Barcelona","Getafe","1","1","3","2"
"22:35","Alaves","Bilbao","0","0","1","0"
"22:35","Sevilla Piros","Girona","2","1","4","1"
"22:35","Valencia","Madrid Piros","0","1","0","1"
"22:35","Getafe","Mallorca","1","0","2","1"
"22:35","San Sebastian","Las Palmas","2","0","2","1"
"22:35","Villarreal","Sevilla Zöld","1","1","2","2"
"22:35","Osasuna","Barcelona","1","2","1","4"
"22:35","Madrid Fehér","Vigo","2","0","2","0"
"22:43","Barcelona","Valencia","1","0","5","0"
"22:43","Girona","Las Palmas","0","0","0","1"
"22:43","Bilbao","San Sebastian","1","1","2","1"
"22:43","Sevilla Piros","Villarreal","0","0","0","0"
"22:43","Vigo","Alaves","0","0","2","0"
"22:43","Sevilla Zöld","Getafe","0","0","1","1"
"22:43","Madrid Piros","Madrid Fehér","0","1","0","1"
"22:43","Mallorca","Osasuna","1","1","1","2"
"22:50","Valencia","Mallorca","2","1","3","1"
"22:50","Getafe","Sevilla Piros","1","0","2","0"
"22:50","Osasuna","Sevilla Zöld","1","1","2","1"
"22:50","Las Palmas","Bilbao","1","2","1","4"
"22:50","Madrid Fehér","Barcelona","0","0","1","1"
"22:50","Villarreal","Girona","1","0","2","0"
"22:50","San Sebastian","Vigo","0","0","0","1"
"22:50","Alaves","Madrid Piros","0","0","0","0"
"22:58","Vigo","Las Palmas","1","1","1","1"
"22:58","Madrid Piros","San Sebastian","1","1","2","2"
"22:58","Girona","Bilbao","0","2","0","2"
"22:58","Barcelona","Alaves","2","0","4","0"
"22:58","Sevilla Piros","Osasuna","0","1","1","1"
"22:58","Mallorca","Madrid Fehér","0","0","1","0"
"22:58","Villarreal","Getafe","1","0","1","0"
"22:58","Sevilla Zöld","Valencia","1","0","1","0"
"23:06","Osasuna","Villarreal","0","1","1","1"
"23:06","Las Palmas","Madrid Piros","1","1","2","2"
"23:06","Getafe","Girona","0","0","0","1"
"23:06","Valencia","Sevilla Piros","2","0","2","0"
"23:06","Alaves","Mallorca","1","0","3","0"
"23:06","Bilbao","Vigo","2","0","3","0"
"23:06","Madrid Fehér","Sevilla Zöld","1","0","2","1"
"23:06","San Sebastian","Barcelona","2","0","5","1"
"23:14","Girona","Vigo","0","2","2","3"
"23:14","Barcelona","Las Palmas","1","0","2","0"
"23:14","Villarreal","Valencia","1","0","1","0"
"23:14","Getafe","Osasuna","1","0","3","2"
"23:14","Mallorca","San Sebastian","0","0","0","1"
"23:14","Madrid Piros","Bilbao","1","2","2","2"
"23:14","Sevilla Zöld","Alaves","0","0","0","0"
"23:14","Sevilla Piros","Madrid Fehér","0","3","0","3"
"23:22","Osasuna","Girona","2","1","4","3"
"23:22","Alaves","Sevilla Piros","0","0","0","0"
"23:22","Madrid Fehér","Villarreal","2","1","5","1"
"23:22","Vigo","Madrid Piros","0","1","0","1"
"23:22","Bilbao","Barcelona","0","4","0","5"
"23:22","San Sebastian","Sevilla Zöld","1","0","3","0"
"23:22","Valencia","Getafe","2","0","2","1"
"23:22","Las Palmas","Mallorca","1","0","2","0"
"23:30","Mallorca","Bilbao","0","1","0","2"
"23:30","Sevilla Piros","San Sebastian","0","2","0","2"
"23:30","Barcelona","Vigo","0","1","1","1"
"23:30","Girona","Madrid Piros","0","1","3","1"
"23:30","Osasuna","Valencia","3","0","3","2"
"23:30","Sevilla Zöld","Las Palmas","2","0","2","1"
"23:30","Getafe","Madrid Fehér","0","1","1","3"
"23:30","Villarreal","Alaves","2","0","2","1"
"23:37","Madrid Fehér","Osasuna","0","1","0","3"
"23:37","Alaves","Getafe","1","0","1","0"
"23:37","Madrid Piros","Barcelona","1","0","1","0"
"23:37","Bilbao","Sevilla Zöld","0","1","1","1"
"23:37","Las Palmas","Sevilla Piros","0","0","1","0"
"23:37","Valencia","Girona","1","0","2","0"
"23:37","Vigo","Mallorca","0","2","0","2"
"23:37","San Sebastian","Villarreal","1","0","3","0"
"23:45","Getafe","San Sebastian","0","1","0","2"
"23:45","Villarreal","Las Palmas","2","0","3","0"
"23:45","Osasuna","Alaves","0","0","0","1"
"23:45","Girona","Barcelona","3","1","3","2"
"23:45","Sevilla Zöld","Vigo","1","0","2","0"
"23:45","Mallorca","Madrid Piros","0","0","0","0"
"23:45","Valencia","Madrid Fehér","0","1","0","2"
"23:45","Sevilla Piros","Bilbao","1","1","2","1"
"23:53","Alaves","Valencia","1","0","1","0"
"23:53","Barcelona","Mallorca","0","0","1","0"
"23:53","Madrid Piros","Sevilla Zöld","0","0","1","0"
"23:53","Las Palmas","Getafe","1","0","2","1"
"23:53","San Sebastian","Osasuna","1","0","2","0"
"23:53","Bilbao","Villarreal","0","1","1","2"
"23:53","Madrid Fehér","Girona","0","0","0","0"
"23:53","Vigo","Sevilla Piros","0","0","0","2"
"00:01","Valencia","San Sebastian","0","0","1","2"
"00:01","Sevilla Piros","Madrid Piros","1","0","1","2"
"00:01","Getafe","Bilbao","0","0","0","0"
"00:01","Girona","Mallorca","1","0","2","1"
"00:01","Madrid Fehér","Alaves","1","0","1","0"
"00:01","Villarreal","Vigo","1","0","2","0"
"00:01","Sevilla Zöld","Barcelona","3","1","4","2"
"00:01","Osasuna","Las Palmas","0","0","0","0"
"00:09","Vigo","Getafe","0","2","1","2"
"00:09","Barcelona","Sevilla Piros","0","1","2","2"
"00:09","Las Palmas","Valencia","1","1","2","4"
"00:09","Alaves","Girona","0","0","1","0"
"00:09","Mallorca","Sevilla Zöld","0","0","0","1"
"00:09","Madrid Piros","Villarreal","1","0","1","0"
"00:09","San Sebastian","Madrid Fehér","1","1","1","1"
"00:09","Bilbao","Osasuna","2","0","2","0"
"00:17","Sevilla Piros","Mallorca","2","1","2","2"
"00:17","Madrid Fehér","Las Palmas","1","0","3","0"
"00:17","Villarreal","Barcelona","0","1","1","1"
"00:17","Osasuna","Vigo","1","1","3","1"
"00:17","Valencia","Bilbao","2","0","3","1"
"00:17","Alaves","San Sebastian","0","0","0","1"
"00:17","Girona","Sevilla Zöld","0","1","2","1"
"00:17","Getafe","Madrid Piros","0","1","0","3"
"00:26","Barcelona","Madrid Piros","0","1","0","2"
"00:26","Sevilla Piros","Girona","0","1","1","1"
"00:26","Bilbao","Alaves","0","0","2","0"
"00:26","Sevilla Zöld","Valencia","1","2","1","2"
"00:26","San Sebastian","Las Palmas","1","0","2","0"
"00:26","Mallorca","Vigo","0","0","0","1"
"00:26","Getafe","Villarreal","0","2","0","3"
"00:26","Osasuna","Madrid Fehér","1","1","3","1"
"00:34","Valencia","Getafe","1","0","1","0"
"00:34","Vigo","San Sebastian","0","0","0","2"
"00:34","Alaves","Sevilla Piros","0","2","0","4"
"00:34","Madrid Piros","Osasuna","1","0","2","1"
"00:34","Villarreal","Mallorca","2","0","2","0"
"00:34","Las Palmas","Barcelona","0","1","0","2"
"00:34","Madrid Fehér","Bilbao","1","0","1","0"
"00:34","Girona","Sevilla Zöld","2","0","2","1"
"00:42","Sevilla Piros","Madrid Fehér","1","1","1","2"
"00:42","Villarreal","Vigo","0","0","3","0"
"00:42","Mallorca","Valencia","2","1","2","3"
"00:42","Barcelona","San Sebastian","0","1","0","1"
"00:42","Getafe","Girona","1","1","1","1"
"00:42","Osasuna","Las Palmas","2","0","2","0"
"00:42","Sevilla Zöld","Alaves","0","0","0","0"
"00:42","Bilbao","Madrid Piros","0","0","0","0"
"00:50","Madrid Piros","Sevilla Piros","1","0","3","0"
"00:50","San Sebastian","Osasuna","2","1","4","2"
"00:50","Las Palmas","Bilbao","0","2","0","4"
"00:50","Valencia","Villarreal","0","1","1","1"
"00:50","Madrid Fehér","Sevilla Zöld","1","0","2","1"
"00:50","Vigo","Barcelona","1","0","1","2"
"00:50","Girona","Mallorca","0","2","0","2"
"00:50","Alaves","Getafe","0","0","0","0"
"00:58","Villarreal","Girona","1","0","2","0"
"00:58","Mallorca","Alaves","0","0","1","0"
"00:58","Valencia","Vigo","2","0","3","0"
"00:58","Getafe","Madrid Fehér","0","0","1","1"
"00:58","Bilbao","San Sebastian","2","0","4","0"
"00:58","Sevilla Zöld","Madrid Piros","0","1","1","2"
"00:58","Osasuna","Barcelona","0","0","0","0"
"00:58","Sevilla Piros","Las Palmas","1","0","3","0"
"01:06","Barcelona","Bilbao","1","1","1","2"
"01:06","Alaves","Villarreal","1","2","1","2"
"01:06","Vigo","Osasuna","2","0","3","0"
"01:06","San Sebastian","Sevilla Piros","2","0","4","0"
"01:06","Madrid Piros","Getafe","1","0","2","0"
"01:06","Girona","Valencia","1","0","2","2"
"01:06","Las Palmas","Sevilla Zöld","2","0","2","0"
"01:06","Madrid Fehér","Mallorca","1","0","1","0"
"01:13","Girona","Vigo","0","1","0","1"
"01:13","Villarreal","Madrid Fehér","1","0","1","0"
"01:13","Sevilla Piros","Barcelona","0","0","1","0"
"01:13","Bilbao","Osasuna","1","1","2","1"
"01:13","Mallorca","Madrid Piros","0","0","0","1"
"01:13","Valencia","Alaves","0","1","0","2"
"01:13","Getafe","Las Palmas","2","0","3","0"
"01:13","Sevilla Zöld","San Sebastian","1","0","2","1"
"01:21","Vigo","Bilbao","2","0","2","0"
"01:21","San Sebastian","Getafe","1","0","3","1"
"01:21","Barcelona","Sevilla Zöld","0","1","2","1"
"01:21","Alaves","Girona","1","1","2","1"
"01:21","Madrid Fehér","Valencia","0","1","1","2"
"01:21","Las Palmas","Mallorca","0","0","1","2"
"01:21","Osasuna","Sevilla Piros","1","1","1","1"
"01:21","Madrid Piros","Villarreal","0","0","1","0"
"01:29","Valencia","Madrid Piros","2","0","3","1"
"01:29","Mallorca","San Sebastian","1","1","1","1"
"01:29","Girona","Madrid Fehér","0","3","1","4"
"01:29","Alaves","Vigo","0","1","1","1"
"01:29","Sevilla Piros","Bilbao","0","0","0","1"
"01:29","Villarreal","Las Palmas","0","0","1","2"
"01:29","Sevilla Zöld","Osasuna","1","0","3","0"
"01:29","Getafe","Barcelona","1","0","1","1"
"01:37","Bilbao","Sevilla Zöld","0","0","1","0"
"01:37","Osasuna","Getafe","1","2","2","3"
"01:37","Madrid Fehér","Alaves","1","0","1","1"
"01:37","Las Palmas","Valencia","1","1","1","1"
"01:37","San Sebastian","Villarreal","0","1","0","1"
"01:37","Vigo","Sevilla Piros","0","0","0","0"
"01:37","Madrid Piros","Girona","0","0","0","0"
"01:37","Barcelona","Mallorca","1","0","1","0"
"01:45","Mallorca","Osasuna","1","1","1","1"
"01:45","Villarreal","Barcelona","0","0","1","0"
"01:45","Getafe","Bilbao","2","2","3","4"
"01:45","Madrid Fehér","Vigo","3","0","4","0"
"01:45","Girona","Las Palmas","0","1","0","2"
"01:45","Alaves","Madrid Piros","0","2","0","3"
"01:45","Sevilla Zöld","Sevilla Piros","0","0","0","0"
"01:45","Valencia","San Sebastian","0","1","1","1"
"01:53","Sevilla Piros","Getafe","0","0","1","0"
"01:53","Madrid Piros","Madrid Fehér","1","0","2","0"
"01:53","Las Palmas","Alaves","1","0","2","0"
"01:53","Osasuna","Villarreal","0","1","1","1"
"01:53","Bilbao","Mallorca","1","0","2","0"
"01:53","Barcelona","Valencia","2","0","3","1"
"01:53","Vigo","Sevilla Zöld","0","0","0","0"
"01:53","San Sebastian","Girona","1","0","2","1"
"02:00","Mallorca","Sevilla Piros","1","0","1","0"
"02:00","Alaves","San Sebastian","1","0","2","0"
"02:00","Valencia","Osasuna","0","0","3","0"
"02:00","Madrid Piros","Vigo","0","2","1","2"
"02:00","Getafe","Sevilla Zöld","2","1","4","1"
"02:00","Girona","Barcelona","2","1","2","3"
"02:00","Madrid Fehér","Las Palmas","1","0","3","0"
"02:00","Villarreal","Bilbao","1","0","1","0"
"02:08","Osasuna","Girona","1","1","3","2"
"02:08","San Sebastian","Madrid Fehér","2","0","3","2"
"02:08","Sevilla Piros","Villarreal","0","0","0","1"
"02:08","Vigo","Getafe","1","1","1","1"
"02:08","Las Palmas","Madrid Piros","1","0","1","2"
"02:08","Barcelona","Alaves","2","0","4","0"
"02:08","Sevilla Zöld","Mallorca","1","1","1","1"
"02:08","Bilbao","Valencia","1","0","2","1"
"02:16","Madrid Piros","San Sebastian","1","0","1","0"
"02:16","Villarreal","Sevilla Zöld","1","1","2","1"
"02:16","Madrid Fehér","Barcelona","0","1","0","1"
"02:16","Girona","Bilbao","1","0","3","1"
"02:16","Valencia","Sevilla Piros","3","0","3","2"
"02:16","Mallorca","Getafe","0","0","0","0"
"02:16","Las Palmas","Vigo","0","1","0","2"
"02:16","Alaves","Osasuna","1","0","1","0"
"02:24","Madrid Piros","Barcelona","2","1","4","1"
"02:24","Girona","Sevilla Piros","0","0","1","0"
"02:24","Alaves","Bilbao","0","1","0","2"
"02:24","Valencia","Sevilla Zöld","2","0","2","1"
"02:24","Las Palmas","San Sebastian","2","0","2","2"
"02:24","Vigo","Mallorca","0","1","0","1"
"02:24","Villarreal","Getafe","1","1","2","1"
"02:24","Madrid Fehér","Osasuna","2","1","3","2"
"02:32","Getafe","Valencia","1","0","2","0"
"02:32","San Sebastian","Vigo","0","0","0","0"
"02:32","Sevilla Piros","Alaves","0","1","0","1"
"02:32","Osasuna","Madrid Piros","1","1","1","1"
"02:32","Mallorca","Villarreal","1","0","1","0"
"02:32","Barcelona","Las Palmas","0","1","0","1"
"02:32","Bilbao","Madrid Fehér","1","0","1","2"
"02:32","Sevilla Zöld","Girona","1","1","1","1"
"02:40","Madrid Fehér","Sevilla Piros","0","1","1","2"
"02:40","Vigo","Villarreal","0","0","1","0"
"02:40","Valencia","Mallorca","1","0","2","1"
"02:40","San Sebastian","Barcelona","1","0","1","2"
"02:40","Girona","Getafe","1","1","3","1"
"02:40","Las Palmas","Osasuna","0","1","1","2"
"02:40","Alaves","Sevilla Zöld","1","0","1","0"
"02:40","Madrid Piros","Bilbao","1","0","2","1"
"02:47","Sevilla Piros","Madrid Piros","1","0","1","1"
"02:47","Osasuna","San Sebastian","0","1","0","3"
"02:47","Bilbao","Las Palmas","0","0","1","0"
"02:47","Villarreal","Valencia","3","0","3","0"
"02:47","Sevilla Zöld","Madrid Fehér","0","2","0","3"
"02:47","Barcelona","Vigo","0","0","0","0"
"02:47","Mallorca","Girona","0","0","0","1"
"02:47","Getafe","Alaves","0","0","0","1"
"02:55","Girona","Villarreal","0","0","0","0"
"02:55","Alaves","Mallorca","1","0","1","1"
"02:55","Vigo","Valencia","0","3","1","3"
"02:55","Madrid Fehér","Getafe","1","0","3","1"
"02:55","San Sebastian","Bilbao","0","1","1","1"
"02:55","Madrid Piros","Sevilla Zöld","1","1","1","1"
"02:55","Barcelona","Osasuna","2","0","2","0"
"02:55","Las Palmas","Sevilla Piros","0","2","0","3"
"03:03","Bilbao","Barcelona","0","3","0","4"
"03:03","Villarreal","Alaves","2","0","2","1"
"03:03","Osasuna","Vigo","1","0","2","1"
"03:03","Sevilla Piros","San Sebastian","0","0","3","1"
"03:03","Getafe","Madrid Piros","2","2","3","3"
"03:03","Valencia","Girona","1","1","4","1"
"03:03","Sevilla Zöld","Las Palmas","2","0","3","0"
"03:03","Mallorca","Madrid Fehér","1","2","1","2"
"03:11","Vigo","Girona","0","0","1","0"
"03:11","Madrid Fehér","Villarreal","1","1","2","1"
"03:11","Barcelona","Sevilla Piros","0","0","0","0"
"03:11","Osasuna","Bilbao","0","2","0","5"
"03:11","Madrid Piros","Mallorca","2","0","3","0"
"03:11","Alaves","Valencia","0","0","0","2"
"03:11","Las Palmas","Getafe","0","1","0","4"
"03:11","San Sebastian","Sevilla Zöld","0","0","0","2"
"03:19","Bilbao","Vigo","1","0","2","0"
"03:19","Getafe","San Sebastian","1","0","2","0"
"03:19","Sevilla Zöld","Barcelona","0","1","0","2"
"03:19","Girona","Alaves","1","0","3","0"
"03:19","Valencia","Madrid Fehér","1","3","3","3"
"03:19","Mallorca","Las Palmas","0","0","0","0"
"03:19","Sevilla Piros","Osasuna","1","0","1","0"
"03:19","Villarreal","Madrid Piros","1","1","2","1"
"03:27","Madrid Piros","Valencia","0","0","1","0"
"03:27","San Sebastian","Mallorca","0","0","1","1"
"03:27","Madrid Fehér","Girona","1","0","2","0"
"03:27","Vigo","Alaves","0","0","2","0"
"03:27","Bilbao","Sevilla Piros","1","1","1","3"
"03:27","Las Palmas","Villarreal","2","0","2","0"
"03:27","Osasuna","Sevilla Zöld","1","1","3","2"
"03:27","Barcelona","Getafe","2","1","3","1"
"03:34","Sevilla Zöld","Bilbao","0","0","1","1"
"03:34","Getafe","Osasuna","1","1","4","2"
"03:34","Alaves","Madrid Fehér","0","1","0","3"
"03:34","Valencia","Las Palmas","1","0","1","1"
"03:34","Villarreal","San Sebastian","0","0","0","1"
"03:34","Sevilla Piros","Vigo","1","0","1","1"
"03:34","Girona","Madrid Piros","0","3","0","4"
"03:34","Mallorca","Barcelona","0","1","1","2"
"03:42","Osasuna","Mallorca","1","0","1","1"
"03:42","Barcelona","Villarreal","1","0","2","0"
"03:42","Bilbao","Getafe","3","1","4","1"
"03:42","Vigo","Madrid Fehér","1","0","2","1"
"03:42","Las Palmas","Girona","0","1","2","2"
"03:42","Madrid Piros","Alaves","1","1","3","1"
"03:42","Sevilla Piros","Sevilla Zöld","0","0","0","0"
"03:42","San Sebastian","Valencia","0","1","1","2"
"03:50","Getafe","Sevilla Piros","0","1","1","1"
"03:50","Madrid Fehér","Madrid Piros","3","1","4","2"
"03:50","Alaves","Las Palmas","0","0","0","2"
"03:50","Villarreal","Osasuna","2","0","5","0"
"03:50","Mallorca","Bilbao","0","2","1","2"
"03:50","Valencia","Barcelona","1","0","1","0"
"03:50","Sevilla Zöld","Vigo","1","2","1","3"
"03:50","Girona","San Sebastian","0","1","0","2"
"03:58","Sevilla Piros","Mallorca","0","1","3","1"
"03:58","San Sebastian","Alaves","0","0","0","0"
"03:58","Osasuna","Valencia","2","0","3","0"
"03:58","Vigo","Madrid Piros","0","0","2","0"
"03:58","Sevilla Zöld","Getafe","1","2","1","3"
"03:58","Barcelona","Girona","2","0","2","1"
"03:58","Las Palmas","Madrid Fehér","1","0","1","1"
"03:58","Bilbao","Villarreal","3","0","4","1"
"04:06","Girona","Osasuna","0","0","0","0"
"04:06","Madrid Fehér","San Sebastian","0","1","2","2"
"04:06","Villarreal","Sevilla Piros","1","0","2","0"
"04:06","Getafe","Vigo","1","0","1","0"
"04:06","Madrid Piros","Las Palmas","1","0","3","0"
"04:06","Alaves","Barcelona","2","0","2","0"
"04:06","Mallorca","Sevilla Zöld","1","1","1","1"
"04:06","Valencia","Bilbao","1","1","1","1"
"04:14","San Sebastian","Madrid Piros","1","1","4","1"
"04:14","Sevilla Zöld","Villarreal","1","0","1","0"
"04:14","Barcelona","Madrid Fehér","2","1","3","1"
"04:14","Bilbao","Girona","1","3","2","3"
"04:14","Sevilla Piros","Valencia","0","1","1","2"
"04:14","Getafe","Mallorca","3","1","4","1"
"04:14","Vigo","Las Palmas","0","1","0","2"
"04:14","Osasuna","Alaves","0","0","1","0"
"04:23","Alaves","Getafe","0","1","1","1"
"04:23","Girona","Mallorca","0","2","1","2"
"04:23","San Sebastian","Vigo","1","0","2","0"
"04:23","Madrid Piros","Bilbao","1","2","1","2"
"04:23","Osasuna","Sevilla Piros","2","0","3","0"
"04:23","Barcelona","Madrid Fehér","0","2","1","2"
"04:23","Valencia","Las Palmas","0","1","0","1"
"04:23","Villarreal","Sevilla Zöld","0","0","1","0"
"04:31","Bilbao","Valencia","2","0","2","1"
"04:31","Madrid Fehér","Osasuna","1","0","2","2"
"04:31","Vigo","Girona","0","0","0","0"
"04:31","Getafe","Villarreal","1","0","2","1"
"04:31","Las Palmas","Barcelona","0","2","0","3"
"04:31","Sevilla Piros","Alaves","0","0","0","1"
"04:31","Sevilla Zöld","San Sebastian","1","1","3","1"
"04:31","Mallorca","Madrid Piros","0","0","0","0"
"04:39","Girona","Sevilla Zöld","2","2","2","2"
"04:39","Las Palmas","Madrid Fehér","0","1","1","1"
"04:39","Barcelona","Bilbao","2","0","2","0"
"04:39","Alaves","Osasuna","0","1","1","1"
"04:39","Valencia","Mallorca","0","0","0","0"
"04:39","Villarreal","Sevilla Piros","1","0","3","1"
"04:39","Madrid Piros","Vigo","0","0","2","0"
"04:39","San Sebastian","Getafe","1","2","3","3"
"04:47","Getafe","Girona","2","0","3","1"
"04:47","Osasuna","Villarreal","1","1","2","2"
"04:47","Sevilla Piros","San Sebastian","0","1","0","1"
"04:47","Bilbao","Las Palmas","0","0","2","0"
"04:47","Sevilla Zöld","Madrid Piros","0","1","0","2"
"04:47","Madrid Fehér","Alaves","2","0","3","0"
"04:47","Mallorca","Barcelona","0","1","0","3"
"04:47","Vigo","Valencia","1","0","1","1"
"04:55","Las Palmas","Mallorca","0","1","1","2"
"04:55","Barcelona","Vigo","1","0","1","0"
